name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,allergen,allergen_milk,allergen_nuts,allergen_soybeans,allergen_gluten,allergen_eggs,calculated_nutriscore,health_class
"Gerble - Gluten Free and Lactose Free Chocolate Chip Cookies, 150g (5.3oz) - 150 g (3 x 50 g)",chocolates,3.6,65.0,29.0,4.0,1.5,0.15,"Allergens: Gluten, Soybeans",0,0,1,1,0,3,Harmful
Tablette de chocolat 62% de cacao et sésame torréfié - Grain de Sail - 100 g,chocolates,7.0,37.0,33.0,23.0,11.0,0.1,"Allergens: Sesame seeds, fr:noir",0,0,0,0,0,2,Neutral
High Protein Chocolate Pudding*** - Ehrmann - 200 g,chocolates,10.0,5.5,4.0,1.0,9.592805687203793,0.117,Allergens: Milk,1,0,0,0,0,1,Beneficial
Chocolate - M&M's - 45 g,chocolates,5.0,71.0,67.0,12.0,9.592805687203793,0.13,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Choco Pie - Orion - 30 g x 12,chocolates,14.52,5.0,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Eggs, Milk",1,0,0,0,1,2,Neutral
Milk Chocolate Digestives - Tesco - 300g,chocolates,6.47,64.7,22.4,11.8,4.71,0.574,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Kwatta fondant - 600 g,chocolates,3.2,51.0,49.0,9.0,0.0,0.0,Allergens: Nuts,0,1,0,0,0,3,Harmful
Alpro Soyadrikk Sjokolade 250ml - DANONE AS - 0.25 l,chocolates,3.1,7.9,7.6,1.0,0.9,0.14,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Chocolate Milk Powder Mix - Ovomaltine - 400 g,chocolates,6.4,79.3,59.8,1.6,3.0,0.452,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Chocapic - Nestlé - 750 g,chocolates,8.8,73.6,22.4,2.0,7.5,0.22,"Allergens: Gluten, Milk, Peanuts",1,1,0,1,0,2,Neutral
Milkinis - Milka - 87.5 g (8 x 10.94 g),chocolates,4.9,53.0,52.0,22.0,0.9,0.27,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Original - Oreo - 154 g,chocolates,5.6,67.0,45.0,5.4,2.9,0.76,"Allergens: Gluten, Soybeans",0,0,1,1,0,3,Harmful
Mikado Milch Schokolade - Glico - 75g,chocolates,7.0,68.0,34.0,11.0,3.4,0.84,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Kinder Surprise - Ferrero - 80 g,chocolates,8.1,52.3,52.1,22.6,9.592805687203793,0.323,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Novi Neronero 88% - 75 g,chocolates,9.0,21.0,10.0,29.935,9.592805687203793,0.09,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Gocciole Chocolate - Barilla - 1 kg,chocolates,6.5,64.0,22.0,6.2,4.1,0.525,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
"Ambrosías Tirma Sabor Avellanas. - 21,5 gramos de peso.",chocolates,5.0,59.0,48.0,17.0,9.592805687203793,0.66,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
70% cacao natural - Valor - 200 g,chocolates,11.0,34.0,29.0,23.0,9.592805687203793,0.1,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Milka Chocolate con leche - 125 g,chocolates,6.5,57.0,55.0,19.0,2.3,0.28,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Chocolate con leche - Corny - 150 g,chocolates,6.2,67.0,34.0,10.0,3.4,0.51,"Allergens: Gluten, Milk, Peanuts, es:avena",1,1,0,1,0,3,Harmful
Galletas cacao - Santiveri - 200 g,chocolates,7.0,69.0,0.6,2.6,7.5,0.5,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Gerblé - 230 g,chocolates,10.0,61.0,22.0,2.7,5.9,0.68,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Mila - Sedita - 50 g,chocolates,8.0,47.0,34.0,25.0,3.0,0.2,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Cadbury Dairy Milk - Mondelez - 13.2 g,chocolates,5.6,64.2,61.0,0.1,0.0,0.231,Allergens: Milk,1,0,0,0,0,3,Harmful
Chocolate licor - Alte Excellenz - 250 grammes,chocolates,2.7,58.7,49.8,11.6,9.592805687203793,0.03,Allergens: Gelatin,0,0,0,0,0,3,Harmful
Chocolate Chip Organic Granola Bars - Made Good - 5.1 oz (144 g),chocolates,8.33,70.8,25.0,0.0,4.17,0.104,,0,0,0,0,0,2,Neutral
Club Orange - McVitie's - 22 g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Stevia Dark Chocolate 80% With Stevia - TRAPA - 75 g,chocolates,6.5,60.0,50.0,15.0,3.5,0.025,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Butterscotch milk chocolate - Green & Black's,chocolates,8.8,50.0,48.0,21.0,9.592805687203793,0.24,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Duo Penotti Chocolate Spread And Milk,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Chocolate negro 70% almendras enteras - Trapa,chocolates,11.0,29.0,25.0,20.0,9.592805687203793,0.06,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Orange and almond chocolate - Moser Roth,chocolates,7.0,51.5,45.8,18.1,6.1,0.1,"Allergens: Nuts, Soybeans",0,1,1,0,0,3,Harmful
Cacao puro 100% - Clavileño - 250 g,chocolates,14.52,12.0,1.3,6.8,9.592805687203793,0.03,"Allergens: Nuts, Soybeans",0,1,1,0,0,1,Beneficial
Nut Bars with Cocoa Drizzle & Sea Salt - Kirkland Signature - 30 x 1.41 oz (40 g) / 42.3 oz (1.2 kg),chocolates,12.5,42.5,10.0,0.0,20.0,0.781,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,1,Beneficial
Barres Chocolat au Lait Noisette - Marque Repère - 126 g,chocolates,6.6,67.0,30.0,7.4,3.0,0.5,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Cioccolata miele e mandorle - Lindt - 100g,chocolates,6.8,50.0,46.0,17.0,9.592805687203793,0.08,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
"Granola Minis, Chocolate Chip & Mixed Berry - Made Good",chocolates,8.33,66.7,25.0,4.17,8.33,0.052,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Zero finas chocoleche imp - Gullón - 150 g,chocolates,7.0,59.0,4.0,1.4,5.0,0.9,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Hacendado,chocolates,1.0,10.0,10.0,0.5,9.592805687203793,0.14,Allergens: Milk,1,0,0,0,0,2,Neutral
Milk Chocolate Digestives - Tower Gate - 300g,chocolates,6.3,63.0,28.4,13.0,2.8,0.61,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Bio-Zartbitter Schokolade - Edeka - 100 g,chocolates,8.4,34.9,28.8,27.1,9.4,0.18,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Original - Bahlsen - 140 g,chocolates,6.9,61.0,35.0,15.0,2.8,0.49,"Allergens: Gluten, Milk, Nuts",1,1,0,1,0,3,Harmful
Les papillotes authentiques noir - Révillon - 360 g,chocolates,8.0,45.0,41.0,18.0,9.592805687203793,0.1,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Hazelnut chocolate praline biscuit share bag - 108 food services sa. - 135g,chocolates,5.2,52.0,32.0,15.0,4.7,0.001,Allergens: Nuts,0,1,0,0,0,3,Harmful
6035100118502,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
MrBeast Deez Nutz - Feastables - 60 g,chocolates,10.0,48.3,41.7,18.3,3.3,0.83,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,3,Harmful
Bonne Maman Chocolate and Orange Spread - 275g,chocolates,14.52,11.0,17.0,6.0,20.232014218009482,2.62,Allergens: Orange,0,0,0,0,0,1,Beneficial
Muesli Crunchy Chocolate Negro - Crownfield - 500 g,chocolates,9.6,61.1,20.9,4.5,8.1,0.53,Allergens: Gluten,0,0,0,1,0,2,Neutral
Toblerone,chocolates,5.6,61.0,60.0,17.0,2.4,2.62,Allergens: Gluten,0,0,0,1,0,3,Harmful
Soft baked muffin bars - 120 g,chocolates,14.52,1.0,23.0,29.935,20.232014218009482,2.62,"Allergens: Eggs, Gluten, Soybeans",0,0,1,1,1,2,Neutral
Бисквити с бял шоколад и сладки сушени боровинки - Sondey - 200 g,chocolates,5.1,64.4,45.2,10.9,9.592805687203793,0.66,"Allergens: Apple, Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolat noir menthe - J.D. GROSS - 125 g,chocolates,14.52,20.0,39.0,3.0,9.592805687203793,2.62,"Allergens: Apple, Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Krounchy épeautre chocolat noir - Grillon d'Or - 500 g,chocolates,9.2,68.0,24.0,3.4,7.2,0.06,Allergens: Gluten,0,0,0,1,0,2,Neutral
Biscuit petit beurre tab choco lait - Biocoop - 150 g,chocolates,7.1,60.0,35.0,16.0,2.4,0.6,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Vitalis Schokomüsli - Dr. Oetker - 600g,chocolates,0.09,61.0,21.0,4.8,8.2,0.11,"Allergens: Gluten, Milk, Nuts, Milk",1,1,0,1,0,3,Harmful
Lapin or chocolat noir - Lindt - 100 g,chocolates,7.1,43.0,37.0,23.0,0.0,0.07,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Gold Bunny - Lindt - 50g,chocolates,7.2,56.0,54.0,19.0,9.592805687203793,0.32,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Yogurette - Ferrero - 100g,chocolates,4.8,56.8,55.2,20.8,9.592805687203793,0.14,"Allergens: Milk, Soybeans, de:s0ja",1,0,1,0,0,3,Harmful
Royal mints -  - 200 g,chocolates,3.5,70.0,61.0,10.0,9.592805687203793,0.03,"Allergens: Milk, Soybeans, de:s0ja",1,0,1,0,0,3,Harmful
twix - 250 g (5 x 50 g (2 x 25 g)),chocolates,4.4,65.0,49.0,14.0,9.592805687203793,0.44,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Weetos chocolatey hoops Cereal - Weetabix - 500g,chocolates,8.7,77.0,19.0,0.7,7.0,0.21,Allergens: Gluten,0,0,0,1,0,2,Neutral
NESTLE L'ATELIER Chocolat Noir Noisettes Entières Torréfiées - 195 g,chocolates,9.1,38.5,34.7,18.4,9.4,0.0,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Milka Bubbly leche - 90 g,chocolates,6.4,58.0,57.0,18.0,1.9,0.36,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Surprise - Ferrero - 20 gram,chocolates,8.4,52.6,52.3,22.9,9.592805687203793,0.323,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Original - Chips Ahoy! - 128 g,chocolates,5.3,64.5,34.0,12.5,3.3,0.73,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Nesquik instantáneo - Nestlé - 1 kg,chocolates,3.6,9.8,9.5,1.1,0.5,0.14,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Chocolate e soja - Gullón - 144 g,chocolates,8.2,65.0,0.5,1.5,8.6,0.73,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Cacaolat Original - 1 l,chocolates,2.7,10.7,10.6,1.0,9.592805687203793,0.12,"Allergens: Milk, Milk",1,0,0,0,0,2,Neutral
Batonnet Classic - Magnum - 632 g,chocolates,3.6,29.0,27.0,14.0,9.592805687203793,0.13,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Cola Cao Noir imp - 300 g,chocolates,6.8,15.0,7.8,0.9,2.4,0.2,Allergens: Gluten,0,0,0,1,0,2,Neutral
Double chocolate crisps - Gille - 150 g,chocolates,5.1,61.0,41.3,14.4,9.592805687203793,0.65,"Allergens: Eggs, Gluten",0,0,0,1,1,3,Harmful
Mini Rolls Milk Chocolate - Cadbury - 260 g,chocolates,5.0,57.7,43.5,11.2,2.31,0.529,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Cornetti al cioccolato - Italiamo - 10x50g,chocolates,7.7,54.2,19.4,5.1,9.592805687203793,0.46,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Choco zero - Esgir - 300 g,chocolates,6.41,83.0,0.5,0.41,2.07,0.01,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Choco Hoops - Harvest Morn - 375 g,chocolates,8.2,71.09,17.19,0.3,3.1,0.17,Allergens: Gluten,0,0,0,1,0,2,Neutral
Lightly Sea Salted - Tyrrell's - 150 g,chips,7.0,53.3,0.333,2.33,6.67,2.62,,0,0,0,0,0,2,Neutral
Pringles Original - 175 g,chips,5.9,56.0,1.4,6.6,3.5,1.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chips - Kettle,chips,7.7,56.7,0.1,3.0,4.1,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Sour Cream & Onion - Pringles - 175 g,chips,6.0,56.0,2.7,6.4,3.4,1.3,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Pringles Paprika 165g,chips,6.7,55.0,3.4,2.9,3.8,0.003,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Pringles Original - Kellogg's - 165g,chips,5.9,56.0,1.4,6.6,3.5,1.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Pringles Original 40g,chips,5.9,56.0,1.4,6.6,3.5,1.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Digestive Oats Choc - Gullón - 425 g,chips,7.6,61.0,22.0,2.2,6.5,1.0,"Allergens: Gluten, Soybeans, es:avena",0,0,1,1,0,2,Neutral
Sea salt & cider vinegar crisps - Tyrrell’s - 150 g,chips,6.4,54.4,2.3,2.3,6.3,1.8,Allergens: Gluten,0,0,0,1,0,2,Neutral
PROPERCHIPS Sea Salt Lentil Chips - Proper - 100 gram,chips,9.7,63.6,1.0,3.0,0.7,1.84,Allergens: Gluten,0,0,0,1,0,2,Neutral
Natur' & Bon - Chips de lentilles saveur fines herbes - 85 g,chips,13.0,56.7,2.3,1.7,7.33,1.1,"Allergens: Gluten, Milk",1,0,0,1,0,1,Beneficial
Lay's Cuites au four nature E1 - 130 g,chips,5.9,73.0,5.3,1.4,6.2,0.84,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Pringle Sour Cream & Onion 40g - Pringles,chips,6.25,55.0,2.0,3.0,3.5,1.18,"Allergens: Gluten, Milk, fr:laktose, fr:milch, fr:milcheiweiss, fr:weizenstarke",1,0,0,1,0,2,Neutral
Pringle Sour Cream & Onion 165g - Pringles,chips,6.3,56.0,2.1,2.9,3.5,1.2,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chip Choco zero sin azúcares - Gullón - 125 g,chips,5.9,63.0,0.5,2.0,4.0,0.58,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Petit Cookies Pépites de chocolat - Bonne Maman - 250g,chips,7.3,60.0,35.0,17.0,3.6,0.44,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Pringles Texas BBQ Sause 165g,chips,6.3,56.0,4.1,2.9,3.5,1.082,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chips saveur fromage du Jura - Brets - 125 g,chips,6.3,52.0,1.1,2.6,4.8,1.7,Allergens: Milk,1,0,0,0,0,2,Neutral
Chips de lentilles saveur tomate mozza - Natu' & Bon - 85g ℮,chips,13.0,54.0,3.8,1.8,7.2,1.1,"Allergens: Gluten, Milk",1,0,0,1,0,1,Beneficial
Dark Chocolate Chip Oat Biscuits - Nairn's - 200 g,chips,8.1,63.8,19.0,7.7,6.7,0.775,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Tortilla Nachips Original - Old El Paso - 185 g,chips,7.8,59.0,0.5,2.2,6.0,0.49,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Cheese & Onion Flavour Potato Crisps - Walkers - 25 g,chips,6.3,54.0,2.6,2.4,3.8,1.2,Allergens: Milk,1,0,0,0,0,2,Neutral
Fakiat Barbeque - leader food - 18g,chips,8.0,63.6,0.5,11.2,6.2,1.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Sea Salt & Balsamic Vinegar Crisps - Kettle - 130g,chips,6.2,54.1,1.8,2.0,4.2,2.3,Allergens: Gluten,0,0,0,1,0,2,Neutral
pringles hot & spicy - 1pcs,chips,4.3,51.0,3.0,3.5,2.6,1.6,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Seabrook sea salt - 6 x 25g,chips,5.9,52.6,0.2,2.7,6.274882882882884,1.3,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Smoky Barbecue Crunch - Graze - 100g,chips,9.6,67.0,5.1,2.1,7.4,0.74,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chipolatas végétales & gourmandes - HappyVore - 200 g,chips,11.0,3.1,0.5,1.2,3.6,0.65,Allergens: Celery,0,0,0,0,0,2,Neutral
Hand-Cooked English Crisps Veg Crisps imp - TYRRELL'S - 125 gr,chips,5.1,42.0,23.5,3.9,11.3,1.1,Allergens: Celery,0,0,0,0,0,2,Neutral
Buscalios - Risi - 35g,chips,5.8,67.3,7.5,2.3,6.274882882882884,1.4,Allergens: Celery,0,0,0,0,0,2,Neutral
Chips Recette Paysanne Nature - Lays - 155 g,chips,6.2,54.0,0.5,3.2,3.9,1.3,Allergens: Celery,0,0,0,0,0,2,Neutral
Ready Salted Crisps - Walkers - 25g,chips,6.4,52.0,0.4,2.5,3.9,1.3,Allergens: Celery,0,0,0,0,0,2,Neutral
Pringles Sweet Paprika 40g,chips,6.4,56.0,3.9,6.3,3.8,1.4,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Cookies chocolate Chip - Lidl - 225g,chips,7.0,58.0,32.0,14.0,4.1,0.78,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,3,Harmful
Chips sel de mer et poivre noir imp - Tyrrell’s - 150g,chips,6.67,53.3,1.33,1.67,6.274882882882884,1.3,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,2,Neutral
Chipotle & lime - Manomasa,chips,4.0,9.0,14.0,24.0,20.232014218009482,2.62,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,2,Neutral
Barbecue - Proper - 85g,chips,14.52,20.0,40.0,7.0,6.274882882882884,2.62,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,2,Neutral
Just Snax Tortilla Chips - Sainsbury's basics - 200 g,chips,5.8,64.6,0.5,1.7,4.9,0.9,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke",1,0,1,1,1,2,Neutral
Chips saveur Sel & Vinaigre - Brets - 125 g,chips,6.3,52.0,0.9,2.6,4.8,1.8,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Lightly Salted Potato chips - Kettle - 25g,chips,9.0,4.0,70.0,29.935,10.0,2.62,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Salt and Vinegar Flavour Potato Crisps - Walkers - 25 g,chips,6.4,52.0,8.819098560354375,2.4,4.0,2.62,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chips sea salt & cider vinegar - Tyrrels - 150g,chips,5.2,51.8,0.6,3.0,3.3,2.0,Allergens: Gluten,0,0,0,1,0,2,Neutral
Ready Salted Crisps - Tesco Finest - 150g,chips,6.8,53.7,0.3,2.7,3.4,0.9,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chips de lentilles saveur oignons caramélisés - Vico - 85 g,chips,7.357957330415753,8.0,33.0,20.0,4.0,2.62,Allergens: Gluten,0,0,0,1,0,3,Harmful
Chocolate Chip Oat Biscuit Breaks - Nairn’s - 160 g,chips,14.52,3.0,4.0,29.935,20.232014218009482,2.62,"Allergens: Gluten, Soybeans",0,0,1,1,0,1,Beneficial
Sweet Chilli & Red Pepper - Tyrrell’s - 150g,chips,6.3,51.0,5.1,2.3,5.4,1.1,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Pringles - 175 g,chips,6.5,56.0,3.3,6.3,3.9,1.2,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Tortilla chips - Tesco - 200g,chips,6.1,62.9,0.9,1.8,6.3,0.443,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chips saveur Chèvre piment d'Espelette - Brets - 125 g,chips,6.3,52.0,2.6,2.6,4.8,2.62,Allergens: Milk,1,0,0,0,0,2,Neutral
Mature chedder & chive flavour chips - Tyrell's - 150 g,chips,7.0,50.0,3.67,2.6,5.33,1.27,Allergens: Milk,1,0,0,0,0,2,Neutral
Oven Baked Sweet Potato Fries - Strong Roots - 500 g,chips,2.1,21.0,13.0,0.6,4.1,0.22,,0,0,0,0,0,2,Neutral
Chips de Sarrasin au Sel de Guerande - Brets - 120 g e,chips,8.9,45.0,0.6,3.1,4.6,1.1,,0,0,0,0,0,2,Neutral
Oven Baked Sea Salt Crisps - Walkers - 6pcs,chips,5.9,73.0,5.4,1.4,6.3,2.125,,0,0,0,0,0,2,Neutral
Pomme de terre nature - Lay's - 155 g,chips,6.2,54.0,0.5,3.7,3.9,1.1,,0,0,0,0,0,2,Neutral
Chips nature - Lay's - 135 g,chips,6.1,53.0,0.5,3.2,4.3,1.1,,0,0,0,0,0,2,Neutral
Walkers Ready Salted Crisps 6pk - 150g,chips,6.4,52.0,0.4,2.4,4.0,2.62,,0,0,0,0,0,2,Neutral
POM-BEAR Potato snacks - KP Snacks - 13g,chips,3.85,60.8,0.0,2.31,5.38,0.327,,0,0,0,0,0,2,Neutral
Lentil Chips - Sea Salt Flavour - Eat Real - 113g,chips,11.4,61.9,0.6,1.6,5.0,2.62,,0,0,0,0,0,2,Neutral
Vegetable chips - Deluxe - 100g,chips,4.7,40.0,27.0,3.3,11.0,1.4,,0,0,0,0,0,2,Neutral
Chips saveur Poulet Braisé - Brets - 125 g,chips,6.3,52.0,0.8,2.6,4.8,1.4,Allergens: Gluten,0,0,0,1,0,2,Neutral
Lightly salted tortilla - LIDL - 200g,chips,6.2,65.5,1.0,1.8,4.3,0.67,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chips paysannes - Lay's Lays - 150 g,chips,6.2,54.0,0.5,3.6,3.9,1.3,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chips chili,chips,5.3,45.0,0.0,0.0,6.274882882882884,0.85,Allergens: Gluten,0,0,0,1,0,2,Neutral
Lightly Salted Potato Chips - Kettle - 25g,chips,7.7,56.7,0.1,3.0,4.1,0.64,Allergens: Gluten,0,0,0,1,0,2,Neutral
Jbs qtw - Pringles - 40 g,chips,4.7,55.0,2.7,3.0,2.9,1.4,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Colin d'Alaska MSC façon Fish & Chips - Findus - 400g (4 x 100g),chips,11.0,19.0,0.5,0.7,0.6,0.728,"Allergens: Fish, Gluten, Mustard",0,0,0,1,0,2,Neutral
Doritos goût nature,chips,6.5,64.0,1.1,1.8,6.2,0.71,"Allergens: Fish, Gluten, Mustard",0,0,0,1,0,2,Neutral
Salt & Vinegar Lentil Chips - Proper - 85 g,chips,9.7,60.0,1.7,1.7,2.3,2.588,"Allergens: Fish, Gluten, Mustard",0,0,0,1,0,2,Neutral
Lightly Salted Tortillas - M&S Food - 200g,chips,5.5,62.7,1.4,2.0,5.7,0.738,"Allergens: Fish, Gluten, Mustard",0,0,0,1,0,2,Neutral
Cheesy Cheese - Pringles - 165g,chips,6.4,55.0,1.4,3.0,3.5,1.4,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Lentil chips - Eat Real - 95 g,chips,13.0,63.0,0.7,1.6,4.6,2.36,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Pom-Bear Original 6pk,chips,3.2,64.0,1.2,2.7,0.5,1.7,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Chips saveur Pesto Mozzarella - Brets - 125 g,chips,6.3,52.0,3.4,2.6,4.8,1.4,Allergens: Milk,1,0,0,0,0,2,Neutral
Walkers Supreme Prawn Cocktail - 25g,chips,6.4,52.0,2.0,2.4,4.0,1.14,Allergens: Milk,1,0,0,0,0,2,Neutral
Sensations Thai Sweet Chilli Crisps - Walkers - 150 g,chips,6.6,54.0,3.9,0.66,5.9,0.592,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Brunch bar choc chip - Cadbury - 5 Bars,chips,6.1,65.0,27.0,8.3,4.7,0.53,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chips paysanne nature - Lay's - 295 g,chips,6.2,54.0,0.5,3.2,3.9,1.3,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Chips kettle cooked - Intersnack - 120g,chips,1.9,15.0,0.19,0.72,1.6,0.27,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Sea salted potato crisps - Tesco Finest - 150 g,chips,5.1,58.6,0.2,2.4,2.5,1.0,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Crispy French Fries - McCain - 900 g,chips,2.2,21.0,0.5,0.6,3.2,0.365,Allergens: Gluten,0,0,0,1,0,2,Neutral
Pringles original - 195 g,chips,5.9,56.0,1.4,6.6,3.5,1.1,Allergens: Gluten,0,0,0,1,0,2,Neutral
Sea Salt & Crushed Black Peppercorns - Kettle Chips - 130g,chips,14.52,4.0,62.0,25.0,7.0,2.62,Allergens: Gluten,0,0,0,1,0,2,Neutral
Leader Chips saveur Sel,chips,6.6,52.4,0.2,17.8,6.274882882882884,1.8,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chips - Vico - L'extra craquante nature - 150 g,chips,5.9,47.0,0.61,2.8,4.5,1.3,Allergens: Gluten,0,0,0,1,0,2,Neutral
Doritos cheese - 160g,chips,6.8,61.0,3.7,2.2,5.5,0.89,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Hula Hoops 6 x Original - KP Snacks - 144 g,chips,3.4,66.0,0.6,2.3,2.3,1.4,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Pringles Hot & Spicy - 175 g,chips,6.3,55.0,3.0,6.3,3.7,1.2,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
