name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,allergen,allergen_milk,allergen_nuts,allergen_soybeans,allergen_gluten,allergen_eggs,calculated_nutriscore,health_class
Caramel Choc Bar - Nomo - 38g,chocolates,2.0,62.0,39.0,17.0,9.592805687203793,0.22,"Allergens: Eggs, Gluten, Peanuts",0,1,0,1,1,3,Harmful
Ecuador dark chocolate 85% - Morrisons - 100 g,chocolates,11.1,23.4,13.8,29.935,13.8,0.0,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Milk chocolate rice cakes - Kallo,chocolates,6.7,62.0,30.0,14.0,9.592805687203793,0.078,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Chocolat poudre - Poulain - 680 g,chocolates,3.9,8.9,8.4,1.1,1.1,0.11,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Mr Beast Bar - Milk Chocolate - MrBeast - 60 g,chocolates,4.0,4.0,12.0,9.0,20.0,2.62,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
Tony Chocolate Dark Hazelnut - Tony's Chocolonely,chocolates,5.9,47.0,44.0,18.0,9.592805687203793,0.01,"Allergens: Nuts, Soybeans",0,1,1,0,0,2,Neutral
Milk Chocolate - Lindt Classic Recipe,chocolates,7.0,56.0,55.0,19.0,9.592805687203793,0.245,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
6111265980830,chocolates,10.093590308370045,41.0,58.0,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
6111250477147,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Extra fine dark chocolate - Marks And Spencer - 115 g,chocolates,8.0,31.8,27.0,26.4,11.2,0.03,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Delinut - 750 g.,chocolates,6.4,52.0,51.0,7.2,2.9,0.18,"Allergens: Gluten, Milk, Nuts, Peanuts, Soybeans",1,1,1,1,0,3,Harmful
Véritable Petit Écolier Pocket - LU - 250g,chocolates,6.4,64.0,36.0,15.0,4.1,0.6,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Goldbears 300g - Haribo - 300 g,chocolates,6.9,77.0,46.0,0.1,9.592805687203793,0.07,"Allergens: Apple, Kiwi, Orange",0,0,0,0,0,2,Neutral
Crunchy 3 chocolates - Carrefour - 500 g,chocolates,9.5,66.0,24.0,4.5,4.2,0.45,"Allergens: Gluten, Milk, fr:avoine, fr:avoine",1,0,0,1,0,2,Neutral
Schoko Müsli - Kölln - 600 g,chocolates,11.0,61.0,22.0,4.7,9.1,0.25,"Allergens: Gluten, Milk, Nuts",1,1,0,1,0,1,Beneficial
M&M's Peanut (x3 pack) - Mars - 135 g (3 sachets de 45 g),chocolates,9.8,60.0,53.0,11.0,9.592805687203793,0.11,"Allergens: Milk, Peanuts, Soybeans",1,1,1,0,0,2,Neutral
Twix Xtra Original 75g - Mars norge as - 75 g,chocolates,4.4,65.0,48.0,14.0,9.592805687203793,0.39,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Lindt LINDOR - extra dark - 100g,chocolates,4.9,34.0,31.0,29.935,9.592805687203793,0.16,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"NESQUIK Poudre cacaotée 12 sticks de 13,5g - Nestlé - 162 g",chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Toblerone - Mondeléz - 35 g,chocolates,5.6,60.5,59.5,18.0,2.1,0.15,"Allergens: Eggs, Milk, Nuts, Soybeans",1,1,1,0,1,3,Harmful
Alpine Milk - Milka - 270 g,chocolates,6.5,57.0,55.0,19.0,2.3,0.28,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Biscotti con cioccolato - Schär - 3,chocolates,4.2,67.0,23.0,12.0,3.1,0.73,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Batido de Chocolate - Puleva - 200 ml,chocolates,3.2,9.5,9.5,0.8,9.592805687203793,0.18,Allergens: Milk,1,0,0,0,0,2,Neutral
Tortitas de arroz con chocolate - Hacendado - 122 g,chocolates,6.8,65.0,26.0,12.0,4.8,0.6,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
corn flakes - Kellogg's - 500g,chocolates,8.0,55.0,21.0,10.0,7.0,0.68,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Cocoa - Asda - 250g,chocolates,14.52,8.7,0.5,13.0,20.232014218009482,0.08,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,1,Beneficial
Digestives Milk Chocolate - McVitie's - 433g,chocolates,6.7,62.2,29.5,12.4,3.0,1.0,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Milka Oreo Brownie - 100g,chocolates,5.0,4.0,11.0,6.0,9.592805687203793,2.62,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Chocolate For Change Dark Chocolate With Orange - Coop - 100 g,chocolates,9.0,26.0,17.0,29.935,10.0,0.05,Allergens: Soybeans,0,0,1,0,0,2,Neutral
"Manner - Chocolate Cream Filled Wafers, 2.5oz (72g)",chocolates,14.52,2.0,8.0,29.935,20.232014218009482,2.62,Allergens: Soybeans,0,0,1,0,0,2,Neutral
"Pleni day  REDUCED SUGARS"" chocolate - Pleniday - 150 g",chocolates,7.5,60.9,15.9,3.9,6.9,0.25,Allergens: Gluten,0,0,0,1,0,2,Neutral
Salty Dark Chocolate - Hu - 60 g,chocolates,7.8,36.0,22.0,27.0,9.592805687203793,0.9,Allergens: Gluten,0,0,0,1,0,2,Neutral
Brown rice bar - riceUP - 18g,chocolates,7.5,61.0,23.0,15.0,7.0,0.04,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Hacendado - 200 g,chocolates,12.0,42.0,40.0,15.0,3.4,0.2,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Ovomaltine - Ovomaltine Der Klassiker - 500 g,chocolates,9.5,78.0,51.1,0.9,4.0,0.48,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Turrón de chocolate crujiente - Hacendado - 250g,chocolates,6.9,58.0,48.0,11.0,3.4,0.2,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Roger classic - Sondey - 40 g,chocolates,6.2,58.8,37.0,16.3,9.592805687203793,0.4,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Chocolate Negro 85% - Moser Roth - 125g,chocolates,11.2,20.0,14.0,29.935,9.592805687203793,0.001,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Choco BALLS - Crownfield - 500g,chocolates,14.52,5.0,33.3608,29.935,20.232014218009482,2.0,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Tribe BAR,chocolates,13.7,39.2,21.1,2.37,15.8,0.204,"Allergens: Gluten, Peanuts, Soybeans",0,1,1,1,0,1,Beneficial
Hazelnut chocolate - golden rolls - 300gr,chocolates,0.2,74.0,47.0,9.6,3.0,0.17,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Moser Roth,chocolates,11.0,18.0,14.0,29.935,15.0,0.38,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Chocolate and Peanut Butter Flavour Vitamin & Protein Bar - Fulfil - 55g 1 Bar,chocolates,14.52,29.1,2.73,6.91,5.64,0.218,"Allergens: Milk, Peanuts",1,1,0,0,0,1,Beneficial
Vanille crunch dark chocolate - Hu - 60g,chocolates,14.52,3.0,2.0,16.0,15.0,2.62,"Allergens: Milk, Peanuts",1,1,0,0,0,1,Beneficial
2x Snickers - 80g,chocolates,8.7,60.0,51.0,7.7,9.592805687203793,0.52,"Allergens: Milk, Peanuts",1,1,0,0,0,2,Neutral
70% cacao - Valor - 100 g,chocolates,11.0,34.0,0.5,23.0,9.592805687203793,0.1,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Chocolate Chip cashew - Kind - 3 x 30 g,chocolates,14.52,49.0,69.0,29.935,20.232014218009482,2.62,"Allergens: Nuts, Peanuts",0,1,0,0,0,2,Neutral
Protein Granola Chocolate - Harvest Morn,chocolates,14.52,55.0,17.0,3.9,6.5,0.19,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
85% Dark Chocolate - Lindt - 3.5 OZ (100g),chocolates,13.3,36.7,13.3,0.0,13.3,0.042,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
Milk chocolate fingers - Cadbury - 114 g,chocolates,1.5,13.0,6.4,3.1,0.4,0.09,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Gaufrettes au chocolat et aux noisettes - Déciles de Kerloch - 160 g,chocolates,8.0,61.2,34.3,15.6,3.9,0.31,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans",1,1,1,1,1,3,Harmful
Digestive chocolate con leche - Sondey - 300 g,chocolates,6.0,63.0,26.0,6.0,3.6,1.4,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Crunchy Muesli Chocolat Noisettes - Carrefour - 400 g,chocolates,11.0,55.0,2.8,3.9,13.0,0.09,"Allergens: Gluten, Nuts, Soybeans, fr:avoine",0,1,1,1,0,1,Beneficial
Petit-beurre Chocolat Noir - Biocoop - 150 g,chocolates,7.1,58.0,30.0,16.0,5.5,0.52,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Alpenmilch риттер спорт молочный - Ritter Sport - 100g,chocolates,8.2,54.0,53.0,20.0,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Praline - Ritter Sport - 100 g,chocolates,7.3,54.0,51.0,14.0,9.592805687203793,0.12,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Yoghurt Strawberry Chocolate - Schogetten - 18 pieces 100g,chocolates,7.4,53.0,53.0,17.0,1.5,0.275,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Digestive Dark Chocolate شكل جديد المدائن - McVitie's - 200 g,chocolates,6.06,60.6,25.8,12.1,4.24,0.75,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Carb Killa White Chocolate Cookie High Protein Bar - Grenade - 60g,chocolates,14.52,35.0,3.33,6.83,10.0,0.617,"Allergens: Milk, Soybeans",1,0,1,0,0,1,Beneficial
Choc pots - The Coconut Collab - 4 x 45 g,chocolates,2.22,17.8,15.1,11.8,2.89,0.067,"Allergens: Nuts, Soybeans",0,1,1,0,0,3,Harmful
Dairy Free Smooth Chocolate Dessert Pots 4 x imp - Alpro - 500g,chocolates,3.0,13.0,10.5,0.5,1.1,0.14,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Côte d'Or Lait Noisettes - 45 g,chocolates,9.56,44.4,42.2,14.9,4.44,0.261,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Original - Chocapic - 500 g,chocolates,8.8,73.6,22.4,2.0,7.5,0.22,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Chocolat au lait avec gaufrettes - Momento - 39 g,chocolates,7.1,29.2,6.42,13.75,9.592805687203793,0.01,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,1,Beneficial
Milch extra - Lindt - 100g,chocolates,6.7,57.0,56.0,19.0,9.592805687203793,0.725,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
"Nesquik - 1,1 kg e",chocolates,3.5,9.6,9.3,1.03,0.4,0.1,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Petit écolier - Lu - 150 g,chocolates,6.2,65.0,39.0,14.0,2.8,0.64,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Choco brownie - Milka - 150 g (6 * 25 g),chocolates,4.8,48.0,38.0,12.0,1.7,0.3,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Milka - Oreo - 100 g,chocolates,4.8,56.0,49.0,20.0,1.6,0.33,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,3,Harmful
Classico - Pocket Coffee - 225 g,chocolates,3.5,57.8,56.6,13.3,0.0,0.046,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Rollino chocolate - hazelnut - Balconi,chocolates,5.9,51.0,36.0,15.0,9.592805687203793,0.31,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans",1,1,1,1,1,2,Neutral
92% cacao natural - Valor - 170 g,chocolates,14.0,13.0,6.8,29.935,9.592805687203793,0.16,Allergens: Soybeans,0,0,1,0,0,1,Beneficial
"Vitalday gallette di riso integrale ricoperte imp - Gullón - 105,2 g (4 x 2 x 13,15 g)",chocolates,7.0,64.0,22.0,11.0,5.0,0.5,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Hacendado - 4 x 40 g,chocolates,5.4,65.0,31.0,12.0,3.0,0.4,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolush! - Shaken Udder - 330ml,chocolates,3.3,10.0,8.3,1.4,0.0,0.178,Allergens: Milk,1,0,0,0,0,2,Neutral
Crunchy avena y chocolate negro - Nature Valley - 210 g,chocolates,8.7,61.5,26.8,3.4,7.0,0.65,"Allergens: Soybeans, es:avenia",0,0,1,0,0,2,Neutral
High Protein Porridge Chocolate - Fuel 10K - 70g,chocolates,14.52,59.9,21.9,1.7,6.0,0.11,Allergens: Milk,1,0,0,0,0,1,Beneficial
Edelbitter-Schokolade 70% Cacao - Aldi - 125g (5 x 25g),chocolates,9.5,34.0,28.0,26.0,12.0,0.02,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Single Origin Dark Chocolate with Raspberries - Coop - 100 g,chocolates,6.6,47.0,42.0,22.0,9.592805687203793,0.01,Allergens: Soybeans,0,0,1,0,0,2,Neutral
NESTLE CHOCAPIC Céréales Petit Déjeuner 645g PRIX CHOC - 645 g,chocolates,8.6,73.0,25.0,1.3,8.0,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Lindor milk chocolate - Lindt,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Trufas café cappuccino - Lacasa,chocolates,5.6,44.0,43.0,29.935,9.592805687203793,0.2,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
"Chocolate 100% Cacao, Ecológico - Torras - 100 g",chocolates,12.0,9.0,1.0,29.935,14.0,0.01,,0,0,0,0,0,1,Beneficial
Choco rice - Hacendado - 500g,chocolates,6.8,83.0,24.0,0.8,2.9,0.85,,0,0,0,0,0,3,Harmful
Nesquik - Nestlé - 500g,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Rich and smooth dark chocolate - Choceur,chocolates,8.2,49.0,47.0,22.0,9.592805687203793,0.16,"Allergens: Milk, Soybeans",1,0,1,0,0,2,Neutral
bars - unreal - 15.3 oz,chocolates,0.0,53.3,20.0,29.935,6.67,2.62,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Nocilla chocoleche - 620 g,chocolates,4.2,60.0,59.0,2.7,1.8,0.14,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
Nesquik - 300 g,chocolates,8.5,75.2,22.4,1.1,8.6,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Sandwich Chocolate sim gluten - Gullón - 225g,chocolates,5.7,63.0,25.0,7.0,6.5,0.35,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Sandwich Chocolate - Gullón - 225 g,chocolates,5.7,63.0,25.0,7.0,6.5,0.35,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Schokolade Dunkle Voll-Nuss - Ritter Sport - 100g,chocolates,8.4,39.0,37.0,16.0,9.592805687203793,0.01,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,2,Neutral
Digestives - Stamford Street Co. - 2 x 266 g,chocolates,6.7,62.5,28.5,12.4,3.0,0.925,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Choco star chocolat au lait - BN,chocolates,5.6,62.5,29.0,11.9,2.2,0.6,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Chocolate negro 85% cacao - Lidl - 200,chocolates,14.52,43.0,48.0,15.0,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
"Protein Pudding, Chocolate - Alpro - 200 g",chocolates,10.2,7.0,4.9,0.8,1.7,0.42,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Chocolate Classic - Hacendado - 150 g,chocolates,6.4,59.0,58.0,18.0,2.5,0.2,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Cacao soluble - Hacendado - 1 kg,chocolates,6.8,74.0,70.0,2.0,10.0,0.1,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Naked Bar Blueberry - 45g,chocolates,6.4,55.0,45.0,1.7,8.4,0.03,Allergens: Nuts,0,1,0,0,0,2,Neutral
Lindt,chocolates,10.093590308370045,48.147087147887326,33.3608,15.789224398931433,9.592805687203793,2.62,Allergens: Nuts,0,1,0,0,0,2,Neutral
Peanut Butter Chocolate Chip Bars - Larabar - 1.6 oz,chocolates,11.0,52.9,8.82,6.61,8.82,0.386,Allergens: Peanuts,0,1,0,0,0,1,Beneficial
Lindor Milk Chocolate - Lindt - 100 g,chocolates,4.7,44.0,43.0,29.935,9.592805687203793,2.62,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Barres saveur chocolat Noir&Blanc - Gerlinéa - 372g,chocolates,14.52,27.0,12.0,4.5,20.232014218009482,0.35,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,1,Beneficial
Fox's Milk Chocolate Rounds - 130g,chocolates,5.7,62.0,50.0,15.0,9.592805687203793,0.45,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Crème à tartiner Noisette - Mille Recettes - 500 g,chocolates,4.8,52.1,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Milk, Nuts, Soybeans",1,1,1,0,0,3,Harmful
NESTLE LION WILD Céréales 600g - 600 g,chocolates,5.3,65.0,24.7,2.4,5.0,0.87,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Mikado chocolat au lait - Lu - 300g,chocolates,6.8,68.0,35.0,12.0,3.1,0.8,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
t ib Choco cream - Milka - 260g,chocolates,5.7,67.7,35.0,12.0,2.7,0.6,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Crunchy Oats Chocolate - Nature Valley - 42 g e,chocolates,8.7,61.5,26.8,3.4,6.5,0.65,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Sandwich de cacao con crema - Gullón - 210 g,chocolates,5.0,65.0,2.4,1.1,9.0,1.0,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Bebida de avena sabor chocolate con calcio y vitaminas - Oatly - 1L,chocolates,1.3,11.0,6.8,0.2,1.1,0.16,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Digestive finas chocolate negro - Fontaneda - 170 g,chocolates,6.2,62.0,30.0,13.0,5.2,0.7,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
KitKat chunky - Nestlé - 40g,chocolates,3.1,24.1,19.7,6.4,9.592805687203793,0.036,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Nesquik Duo - Nestlé - 325 g,chocolates,8.4,74.4,22.1,1.8,8.1,0.17,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Belgian blonde cooking chocolate - M & S - 200v,chocolates,8.2,54.0,49.3,20.9,0.6,0.67,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Double Chocolate Caramel Cups - Deliciously Ella - 1 x 36g,chocolates,7.3,50.2,30.2,15.3,5.1,0.4,"Allergens: Gluten, Milk",1,0,0,1,0,3,Harmful
Tartelettes au chocolat sans sucres - Gullón,chocolates,14.0,7.0,78.0,29.935,20.232014218009482,2.62,"Allergens: Gluten, Milk, Nuts",1,1,0,1,0,2,Neutral
Belgium chocolate biomel - 125 ml,chocolates,0.6,5.9,4.9,1.9,1.5,0.1,Allergens: Nuts,0,1,0,0,0,3,Harmful
Chocolate Dipped Crunchy Bites Pouch - Oreo - 110,chocolates,4.9,64.0,46.0,10.0,9.592805687203793,0.193,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Milka oreop,chocolates,5.0,56.0,50.0,19.0,9.592805687203793,0.45,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,3,Harmful
Délices d'épeautre aux chataignes nappées de chocolat - Moulin des moines - 250 g,chocolates,6.4,62.0,28.0,9.9,5.5,0.31,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
High Protein ijs Chocolate lidl - Gelatelli - 265 gram,chocolates,8.4,17.3,8.2,2.1,0.0,0.2,Allergens: Milk,1,0,0,0,0,2,Neutral
Barilla - 200g,chocolates,8.2,70.0,1.4,2.8,7.0,0.65,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
"Fibre One 90 -Chocolate Fudge Brownies - General Mills - 5, 24g",chocolates,4.8,44.8,20.9,8.7,20.232014218009482,0.96,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,2,Neutral
Mousse au chocolat à l'ancienne - Les desserts du crémier - 2 x 100 g,chocolates,8.0,20.0,19.0,15.0,9.592805687203793,0.41,Allergens: Milk,1,0,0,0,0,2,Neutral
Smooth milk chocolate - Moser Roth,chocolates,6.8,52.0,50.8,22.0,2.8,0.2,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Nutella Biscuits - Ferrero - 276g,chocolates,7.97,65.9,33.3608,15.789224398931433,9.592805687203793,2.62,"Allergens: Gluten, Milk, Nuts, Soybeans",1,1,1,1,0,2,Neutral
Rosquilhas chocolate y coco - Hacendado - 300 g,chocolates,5.2,52.0,26.2,21.6,3.1,0.43,"Allergens: Eggs, Gluten, Milk, es:coco, es:coco",1,0,0,1,1,3,Harmful
Peanut butter dark chocolate - Kind - 3 x 30 g,chocolates,14.52,37.0,28.0,2.0,9.592805687203793,2.62,"Allergens: Nuts, Peanuts, Soybeans",0,1,1,0,0,2,Neutral
Dark chocolate - By sainsbury's,chocolates,7.2,48.0,42.8,21.6,9.592805687203793,2.62,"Allergens: Nuts, Peanuts, Soybeans",0,1,1,0,0,3,Harmful
Chocolate Crunch Granola High Fibre - Rude Health,chocolates,5.0,1.0,14.0,29.935,2.0,2.62,"Allergens: Gluten, Nuts",0,1,0,1,0,3,Harmful
Pâte a tartiner El Mordjane - 225 DA - 200 g,chocolates,7.0,11.0,7.0,29.935,13.0,2.62,"Allergens: Milk, Nuts",1,1,0,0,0,2,Neutral
Bizcocho de chocolate sin gluten y sin lactosa - Mercadona,chocolates,14.52,18.0,19.0,5.0,20.232014218009482,2.62,Allergens: Eggs,0,0,0,0,1,1,Beneficial
Milk chocolate digestive - Muller,chocolates,4.9,20.0,16.8,3.0,9.592805687203793,0.218,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Preparado em pó para bebida achocolatada - Nesquik - 390 g,chocolates,5.1,78.9,75.1,1.6,7.7,0.41,Allergens: Soybeans,0,0,1,0,0,3,Harmful
Kind Breakfast Protein Dark Chocolate Cocoa - 10.58 oz (300 g),chocolates,14.52,56.0,18.0,3.0,6.0,0.375,"Allergens: Gluten, Soybeans",0,0,1,1,0,2,Neutral
Mini Eggs Easter Egg - Cadbury,chocolates,6.6,60.0,59.0,16.0,2.0,0.22,Allergens: Milk,1,0,0,0,0,3,Harmful
Magnum Glace Bâtonnet Deluxe Chocolat 4x85ml - 284 g,chocolates,3.3,26.0,24.0,12.0,9.592805687203793,0.07,Allergens: Milk,1,0,0,0,0,2,Neutral
Nesquick - Nestlé,chocolates,8.5,75.2,22.4,0.7,8.6,0.22,Allergens: Gluten,0,0,0,1,0,2,Neutral
Chocolate & Hazelnut Baci,chocolates,7.2,55.0,21.0,15.0,2.1,0.0,Allergens: Milk,1,0,0,0,0,2,Neutral
Galaxy Smooth Milk Chocolate - 180g,chocolates,7.3,55.0,54.0,20.0,9.592805687203793,0.32,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Choco - Hacendado - 145 g,chocolates,7.0,64.0,44.0,15.0,2.0,0.4,"Allergens: Eggs, Gluten, Milk, Soybeans",1,0,1,1,1,3,Harmful
Feastables - Milk Crunch - 60 g,chocolates,6.7,58.3,46.7,18.3,1.7,0.392,Allergens: Milk,1,0,0,0,0,3,Harmful
Coco pops chocos - KELLOG'S - 550 g,chocolates,10.0,77.0,22.0,1.0,6.0,0.67,Allergens: Gluten,0,0,0,1,0,2,Neutral
Pâte à tartiner cacao - Merveilles du monde - 340 g,chocolates,6.6,52.0,51.0,5.5,2.7,0.1,"Allergens: Milk, Nuts",1,1,0,0,0,3,Harmful
Chocolate Chip - Snack A Jacks - 180 g,chocolates,6.0,73.3,20.0,2.67,12.0,0.0,"Allergens: Gluten, Milk, Soybeans",1,0,1,1,0,2,Neutral
Excellence 70% Cocoa Dark Chocolate - Lindt - 3.5 oz (100 g),chocolates,6.67,43.3,30.0,0.0,6.67,0.042,Allergens: Soybeans,0,0,1,0,0,2,Neutral
Strawberry Yoghurt Milk Chocolate Sticks - Mister Choc - 200 g,chocolates,6.0,52.9,51.1,20.4,9.592805687203793,0.2,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Kaubonbons - Sugarland - 500g,chocolates,1.4,83.1,60.4,3.8,9.592805687203793,0.02,Allergens: Orange,0,0,0,0,0,3,Harmful
Schoko Lolly - Favorina - 10pcs,chocolates,6.4,56.0,55.0,19.1,9.592805687203793,0.295,"Allergens: Milk, Soybeans",1,0,1,0,0,3,Harmful
Candied oranges - Deluxe - 150 g (6 x 25 g),chocolates,2.6,61.1,48.5,9.5,9.592805687203793,0.01,"Allergens: Soybeans, Sulphur dioxide and sulphites",0,0,1,0,0,3,Harmful
Cookies Fourrés Chocolat Noisette - Aldi - 200 g,chocolates,5.7,60.0,40.0,12.0,3.4,0.62,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans, fr:avoine",1,1,1,1,1,3,Harmful
Crocodile Pik - Haribo - 275 g,chocolates,5.5,81.0,51.0,0.1,9.592805687203793,0.17,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans, fr:avoine",1,1,1,1,1,2,Neutral
La Madelaine milk chocolate - Bonne Maman - 210 g,chocolates,6.3,46.0,28.0,18.0,9.592805687203793,0.8,"Allergens: Eggs, Gluten, Soybeans",0,0,1,1,1,2,Neutral
Tablette noir 48% - 150g BIO - Chabrior - 150 g,chocolates,7.1,60.0,27.0,0.2,4.3,0.39,"Allergens: Gluten, Milk",1,0,0,1,0,2,Neutral
Cookies chocolat pépite de chocolat - U - 175 g,chocolates,6.6,61.3,31.0,14.0,4.3,0.55,"Allergens: Eggs, Gluten, Milk",1,0,0,1,1,3,Harmful
Las bandejas chocolate-avellana - Carrefour - 120 g,chocolates,7.9,59.0,43.0,2.8,2.0,0.28,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans",1,1,1,1,1,3,Harmful
